"Nom","Identifiant","Type","Sous-type","Sous-type","Commune","Code postal","Code INSEE","Département","Région","Latitude","Longitude","Site internet","Créateur","Mise à jour","Mise à jour DATAtourisme"
"Auberge de Jeunesse HI Paris Yves Robert","f2a0125a-eaee-3a6f-a6d8-5050493b0b6c","Lieu","Hébergement","Hébergement collectif","Paris","75018","75056","Paris","Île-de-France","48.88862","2.3629243","https://www.hifrance.org/auberges-de-jeunesse/paris-yves-robert/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Théorème","9c93702c-88ee-11ec-b776-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87273","2.3383975","https://hoteltheoreme.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel Da Vinci","dd1babc6-88f5-11ec-87e5-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.856586","2.3319943","https://www.hoteldavinciparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Beige","b655bbdc-88f3-11ec-9662-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.876648","2.3417754","https://www.hotelbeige.paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Restaurant Au Bœuf Couronné","fc56573a-6d65-11ec-892f-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75019","75056","Paris","Île-de-France","48.88806","2.3909876","https://www.boeuf-couronne.com/m/fr/page/2.2.html","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Brady – Gare de l’Est","c52b2252-88ec-11ec-af65-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.871223","2.3550143","https://www.hotelbrady.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Maxim Folies","29970123-3ed8-3b75-5d07-501ba0118235","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.873684","2.3444827","https://www.hotelmaximfolies.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Midnight Hôtel","590de497-93a6-79bd-4592-501ba04bfb59","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.87733","2.3561108","https://www.midnighthotelparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Albert 1er Paris Lafayette","c1951abf-1bd3-9dba-0957-501b9fc63c9a","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.879463","2.3580925","http://www.hotelalbertpremier.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel Opéra d'Antin","12456b40-7f4e-11ec-a579-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87423","2.332012","https://www.parishoteloperadantin.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Grand Hôtel Chicago","56c165c0-88f0-11ec-bd2f-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.883778","2.3184843","https://grandhotelchicago.paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Kimpton St Honoré Paris","6033012","Lieu","Hébergement","Hôtellerie","Paris","75002","75056","Paris","Île-de-France","48.870097","2.330705","https://kimptonsthonoreparis.com/fr/","Choose Paris Region","2025-04-08T00:00:00.000Z","2026-02-06T06:56:19.556Z"
"Canopy by Hilton Paris Tour Eiffel","6033011","Lieu","Restauration,Hébergement","Restaurant,Hôtellerie","Paris 16e Arrondissement","75016","75116","Paris","Île-de-France","48.864438","2.285065","https://www.hilton.com/fr/hotels/parpypy-canopy-paris-eiffel-tower/?content=fr","Choose Paris Region","2025-08-05T00:00:00.000Z","2026-02-06T06:56:19.575Z"
"TRIBE Paris Batignolles","a2ff7fa2-cddf-11eb-9a2e-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.89047","2.31762","https://all.accor.com/hotel/B6S4/index.fr.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Kimpton St Honoré Paris","a723a414-db36-11eb-8da7-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75002","75056","Paris","Île-de-France","48.8701","2.3307047","https://kimptonsthonoreparis.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Madame Rêve","04b9c152-d8db-11eb-81a3-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.864536","2.3428621","http://www.madamereve.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Monsieur George","99238556-324c-11ec-b975-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.872944","2.302573","http://www.monsieurgeorge.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Aparthotel Adagio Access Paris Reuilly","7322986","Lieu","Hébergement","Hébergement collectif","Paris","75012","75056","Paris","Île-de-France","48.848991","2.385654","https://www.adagio-city.com/fr/hotel-8984-aparthotel-adagio-access-paris-reuilly/index.shtml","Choose Paris Region","2025-04-11T00:00:00.000Z","2026-02-06T06:56:19.571Z"
"Aparthotel Adagio Paris Buttes-Chaumont","7323157","Lieu","Hébergement","Hébergement collectif","Paris","75019","75056","Paris","Île-de-France","48.878014","2.387369","https://www.adagio-city.com/fr/hotel-6791-aparthotel-adagio-paris-buttes-chaumont/index.shtml","Choose Paris Region","2025-04-11T00:00:00.000Z","2026-02-06T06:56:19.574Z"
"Rentabike Paris","7312713","Produit,Lieu","Location,Commerce de détail,Prestataire de service","Location de matériel,Loueur de matériel","Paris","75002","75056","Paris","Île-de-France","48.865241","2.351051","https://rentabikeparis.fr/fr/","Choose Paris Region","2025-04-03T00:00:00.000Z","2026-02-12T10:08:37.341Z"
"Le Dokhan's Paris Arc de Triomphe, a Tribute Portfolio Hotel","5499dd45-22e8-1bdc-3bb9-501b9fe17214","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.86633","2.2867575","https://www.marriott.com/fr/hotels/travel/partx-le-dokhans-paris-arc-de-triomphe-a-tribute-portfolio-hotel/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Le Metropolitan, a Tribute Portfolio Hotel, Paris","759d59a2-3d57-aa2e-ea46-501ba07268de","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.865696","2.2829814","https://www.marriott.com/fr/hotels/parxt-le-metropolitan-paris-tour-eiffel-a-tribute-portfolio-hotel/overview/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"All Suites Appart Hotel & Hotel Paris 13 Porte d'Italie","a09Sm00000D1N1c","Lieu","Hébergement","Hôtellerie","Paris","75013","75056","Paris","Île-de-France","48.816777","2.357600034","https://www.allsuites-apparthotel.com/residences-hotelieres/paris-13","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"TOO Hotel","de0ff9bc-9e5f-11ed-805b-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75013","75056","Paris","Île-de-France","48.825504","2.3824575","https://toohotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Okko Hotels Paris Gare de l’Est","5e6904f0-47e8-11ee-a8e2-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.87774499","2.358316017","https://www.okkohotels.com/fr/page/paris-gare-de-lest/okko-hotels-paris-gare-de-lest-hotel-4-etoiles-paris-10.3097.html","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Relais Saint-Sulpice","a09Sm00000DigX9","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.85100299","2.335789987","https://www.relais-saint-sulpice.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel de la Porte Dorée","f3620364-3bd2-7650-f494-501ba0e6ddc0","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.836033","2.4060645","http://hoteldelaportedoree.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Cosmotel","5eb6b219-f697-382a-5a94-501ba0ec6e9e","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.870472","2.3546588","http://www.cosmotel-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"NH Paris Opéra Faubourg","a09Sm00000HbZQ1","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87538498","2.34164198","http://www.minorhotels.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Maison Barrière Vendôme","a09Sm00000Nys8N","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.86444027","2.32679187","https://www.hotelsbarriere.com/maison-barriere-vendome","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel Balzac","8bc8135f-7a71-c38b-bf00-501b9f257ac3","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87333","2.3003786","https://www.hotelbalzac.paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hotel Aoriste & SPA","92cc2cf0-35b3-fb9d-1c4e-501b9f202b29","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.864826","2.336583","https://hotelaoriste.paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Bloom House","a09Sm000001QfNR","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.881474","2.3627148","https://bloomhouse-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Le 46 Hôtel","a09Sm000001X7Bt","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.879196","2.2876618","https://le46hotel-paris.com/#","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel L’Ormaie","a09Sm00000BEph4","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.867241","2.287933008","https://hotelormaie.paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Le Jardin de Verre by Locke","a09Sm00000LWMzG","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.843635","2.353688033","https://www.lockeliving.com/fr/paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hotel Dame Des Arts","a09Sm0000091lUM","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.852848","2.3422928","http://www.damedesarts.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Les Deux Girafes Hôtel Paris","ed7cdbee-96f9-11e8-b166-0050569a22ea","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.863834","2.3750405","https://www.lesdeuxgirafes.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Helussi","a09Sm0000099wR0","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.877903","2.3469737","https://www.helussi.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Okko Hotels Paris Rosa Parks","a09Sm000001DEz3","Lieu","Hébergement","Hôtellerie","Paris","75019","75056","Paris","Île-de-France","48.896397","2.3715556","https://www.okkohotels.com/fr/page/rosa-parks/okko-hotels-paris-rosa-parks-hotel-paris-19eme.3097.html","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Le Belgrand Paris Champs Elysées, a Tapestry Collection by Hilton","a11f7de0-0e00-6815-1fce-501b9f5c9b65","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.87006","2.2908719","https://www.hilton.com/en/hotels/parlbup-le-belgrand-hotel-paris-champ-elysees/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel de l'Abbaye Saint-Germain","51f0865b-a8aa-77ff-539b-501ba0058820","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.85009","2.330579","http://www.hotelabbayeparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Magda Champs-Elysées","917a292f-f62a-8171-f6a1-501ba077a575","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.875954","2.2953186","https://www.arcotel-magdachampselysees.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Félicien","ede2df7e-ef0e-5b72-0fa8-501ba045a94e","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.84932401","2.274279977","http://www.hotelfelicienparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Grand Hotel des Champs-Elysées","f24d5c94-7253-11ee-b3b2-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.871925","2.297148",,"Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hotel Le 10 bis","da531d20-a85c-3dc1-bf45-575fdf01ae3d","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.878025","2.2865179","https://www.le10bishotel-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel de Berri Champs-Elysées, a Luxury Collection Hotel","f1e3d14a-659b-11e8-9c87-0050569a22ea","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.872902","2.3051887","https://www.marriott.com/fr/hotels/parbe-hotel-de-berri-champs-elysees-a-luxury-collection-hotel-paris/overview/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel Indigo Paris Opéra","91b06bf9-0007-2b6c-33aa-51fa539bcab8","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87066","2.3294516","https://www.ihg.com/hotelindigo/hotels/fr/fr/paris/parin/hoteldetail","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel des Grands Voyageurs","a09Sm000005ue37","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.846794","2.325795","https://www.hoteldesgrandsvoyageurs.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"NH Paris Gare de l’Est","a09Sm00000HbXw5","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.87595001","2.358766041","http://www.minorhotels.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Relais Monceau","bb667cf9-0264-f45c-e025-501ba0460839","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.880337","2.3173356","http://www.relais-monceau.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Porte de Versailles Hotel","a09Sm00000MjgEa","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.83584048","2.282841184","https://www.pvhotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Legend Hotel","ec6b07ca-0f5e-3bea-c2d3-501ba02c70f9","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.84532702","2.325482006","https://legendhotelparis.com/en/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel Acacias Étoile","920008c2-372b-19c3-2a93-501ba0fbddae","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.8766","2.290783","https://www.arcotel-acaciasetoile.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"Splendid Hotel","8c80ed8c-0131-6599-8e59-501ba08ddf47","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.846835","2.29629798","https://splendid-hotel.paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Okko Hotels Paris Porte de Versailles","ad7f5d41-1da7-ae92-9433-58f0e10176f8","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.832756","2.2782264","https://www.okkohotels.com/fr/page/paris-porte-de-versailles/okko-hotels-paris-porte-de-versailles-hotel-paris-expo.3097.html","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"NH Paris Champs-Elysées","a09Sm00000HbGNP","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87085402","2.30925196","http://www.minorhotels.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel Lennon","a8c70f22-f7b1-e4a2-2e26-501ba04cd52b","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.88091","2.3516705","https://www.lennonparis.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Paris j'Adore Hotel & Spa","a09Sm000002bsZo","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.88253902","2.319243021","https://www.hotelparisjadore.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hotel Le 12","a09Sm000001X7FB","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.877148","2.322044","https://www.le12hotel-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Ibis Styles Paris République - Le Marais","90e8e7ac-dcc1-3fd4-69e4-501ba01c767f","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.869137","2.3641007","http://www.ibis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Bus Palladium","a09Sm00000beRYr","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.88084106","2.334966972","https://www.buspalladium.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Ibis Paris Porte de Montreuil","c46df442-bab9-63ab-363f-501ba091c519","Lieu","Hébergement","Hôtellerie","Paris","75020","75056","Paris","Île-de-France","48.854683","2.4157403","http://www.ibis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Le Saint-Grégoire","e71c7117-e3da-66cb-30e2-501ba07934c7","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.847195","2.326023","https://saintgregoire.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Ibis Paris Alésia Montparnasse 14e","d4ada31c-ff43-1f94-bc6f-501b9fac80ff","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.82738","2.321065","http://www.accorhotels.com/fr/hotel-0959-ibis-paris-alesia-montparnasse-14eme/index.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel de Nell","a09Sm00000bwvGk","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87326951","2.346800482","https://hoteldenell.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Henri IV","a5cc8caa-50cc-022a-3a50-501ba0848d68","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.851906","2.346276","http://www.henri-paris-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Mercure Paris Vaugirard Porte de Versailles","7ed6c811-8c80-1874-d77d-501b9f64009c","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.833122","2.2881546","https://all.accor.com/hotel/1131/index.fr.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Mercure Paris Opéra Garnier Hotel & Spa","967e19da-8a3e-2f9a-e3ed-501b9f13338f","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.874947","2.3260276","http://www.mercure.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Royal Garden des Champs-Élysées","a09Sm00000bwsig","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87570709","2.30388807","https://www.royalgardenparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hotel Faubourg Galant Paris - Handwritten Collection","8a6308f1-c6a8-5eb0-56b0-58985b93bbba","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.876003","2.341998","https://all.accor.com/hotel/7402/index.fr.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
